Age,Annual Income,Spending Score,Cluster
39,139523,38,1
82,103619,92,2
82,58066,63,3
69,109989,57,2
45,131178,99,3
27,78411,38,0
46,176139,8,1
90,104119,9,0
74,180671,56,2
57,126214,4,0
32,165888,12,1
37,78546,25,0
81,61087,72,3
26,176202,8,1
19,23611,91,3
27,198953,48,1
58,33000,40,0
66,25812,67,3
47,72337,78,3
73,66815,21,0
24,177579,59,1
81,57123,13,0
64,162806,11,2
77,47524,68,3
77,184843,70,2
86,161701,5,2
35,192100,75,1
70,104221,32,0
41,146420,42,1
48,52016,64,3
47,173042,85,1
64,62370,81,3
66,191531,5,2
43,110098,59,1
52,124538,79,3
68,107958,7,0
43,85786,54,3
28,173353,63,1
20,113065,26,1
26,174278,86,1
32,114375,19,1
26,92056,100,3
37,82340,95,3
37,118759,51,1
64,53577,32,0
28,44336,36,0
19,66473,53,3
39,176537,24,1
83,91826,3,0
50,78735,81,3
48,68126,85,3
47,197727,28,1
41,35491,86,3
18,193054,6,1
32,134564,24,1
57,195489,61,2
44,163902,97,1
27,128146,90,1
40,100908,90,3
49,185119,97,1
20,132282,64,1
56,196386,88,2
20,98366,16,1
20,153841,59,1
90,110247,83,2
52,91009,89,3
89,188894,22,2
54,96484,5,0
20,59384,19,0
38,173923,55,1
37,61851,31,0
75,86566,8,0
19,58808,49,3
86,140891,51,2
52,120656,5,0
23,99386,81,3
22,41234,94,3
46,41662,59,3
48,49800,18,0
76,24709,60,3
42,157568,54,1
65,170242,83,2
88,176916,86,2
74,41069,33,0
65,171478,100,2
30,96382,27,0
42,118403,36,1
87,171292,14,2
24,145039,99,1
34,55135,98,3
63,179803,28,2
32,111167,35,1
83,36752,51,0
46,106482,34,0
67,62717,55,3
70,39347,96,3
67,105638,64,2
68,86403,27,0
30,35329,67,3
34,189397,49,1
78,100970,41,2
90,187044,67,2
31,173685,14,1
53,187471,15,1
36,190186,72,1
87,173899,41,2
38,46621,46,0
21,87985,81,3
45,59071,59,3
62,71258,89,3
60,36803,46,0
37,151560,77,1
47,50157,95,3
42,119926,19,0
85,138927,90,2
80,150500,70,2
74,119365,81,2
55,50390,97,3
35,117442,33,1
72,185281,22,2
90,22404,51,0
75,153498,92,2
63,79785,35,0
36,64153,46,0
43,29536,1,0
65,62316,30,0
66,165294,50,2
53,166203,97,2
76,104389,34,2
61,87586,41,0
79,175576,92,2
26,188458,83,1
37,181940,68,1
88,192737,47,2
44,135684,3,0
81,73387,3,0
43,151306,27,1
42,23990,63,3
51,194926,56,1
33,27486,50,3
33,128944,63,1
22,36422,55,3
55,154234,8,1
47,47559,70,3
58,182201,50,2
88,133049,16,2
30,139494,82,1
30,117896,1,0
82,113484,52,2
70,73664,93,3
54,160624,43,1
31,110888,77,1
62,31903,8,0
54,86123,31,0
54,168190,97,2
43,98369,62,3
78,164115,1,2
89,184962,63,2
72,110965,3,0
51,154496,58,1
86,116350,22,2
68,187641,75,2
71,96079,23,0
47,25500,27,0
35,151609,84,1
18,52474,28,0
41,23927,62,3
45,135370,71,1
59,184806,98,2
72,95231,1,0
59,193896,34,2
58,135561,89,3
88,80155,41,2
47,166807,21,1
90,197312,56,2
26,155760,96,1
86,147795,58,2
21,47994,74,3
70,38599,63,3
87,40832,26,0
19,41156,35,0
42,174547,60,1
37,149000,100,1
71,161860,52,2
41,25990,79,3
33,111360,83,3
21,109633,17,1
49,155667,100,3
67,109035,42,2
67,186580,76,2
90,169562,58,2
18,182836,74,1
47,132443,84,3
81,144966,19,2
37,49997,64,3
28,90005,19,0
49,146773,5,0
80,172268,57,2
50,84102,67,3
82,176073,73,2
81,179600,11,2
81,59089,97,3
58,189470,54,2
85,149588,78,2
18,97711,73,1
62,41646,69,3
65,196423,46,2
29,157989,56,1
24,145388,17,1
36,56886,99,3
66,195960,68,2
63,176809,15,2
56,97396,96,3
48,31536,55,3
18,150276,70,1
38,137292,45,1
69,175644,20,2
22,70141,60,3
55,125051,11,0
64,149382,2,0
50,45351,29,0
71,124488,42,2
27,76976,4,0
54,91736,12,0
68,178734,61,2
89,98404,66,2
71,45477,78,3
77,159979,59,2
47,132117,36,1
46,198445,14,1
74,111587,21,0
55,67413,94,3
23,101684,40,1
28,117463,79,1
25,78656,29,0
62,193367,58,2
50,160764,61,1
83,96168,17,0
29,34530,99,3
30,129537,62,1
59,190989,91,2
58,54618,34,0
52,146520,79,1
79,92771,49,2
90,112244,92,2
30,61249,76,3
57,24876,35,0
83,160302,69,2
44,92913,49,0
89,42887,59,3
83,57385,22,0
53,88225,76,3
29,145532,5,1
27,156127,56,1
36,44116,78,3
71,114072,80,2
48,75110,100,3
69,146283,63,2
50,21399,3,0
79,142483,66,2
37,149552,19,1
61,29919,56,3
38,194055,18,1
27,125297,81,1
74,173057,77,2
23,115820,76,1
88,27301,27,0
71,76483,8,0
89,68531,5,0
51,96795,93,3
39,39990,4,0
87,25623,75,3
43,93081,77,3
23,48219,42,0
50,44117,48,0
33,189782,79,1
55,177366,91,2
26,107765,99,3
45,65328,47,0
54,46042,14,0
28,121122,57,1
18,152260,13,1
69,133594,53,2
23,86973,69,3
45,153939,31,1
75,117615,81,2
19,110430,64,1
71,125320,35,2
86,23178,80,3
85,81196,44,2
36,22155,10,0
50,39320,34,0
81,53286,32,0
25,112577,13,1
25,33184,30,0
85,125608,79,2
21,149589,44,1
48,167585,27,1
48,111534,61,3
54,164655,17,1
46,93061,20,0
59,43250,40,0
68,183399,12,2
39,168737,82,1
31,184991,19,1
76,22148,14,0
69,188363,22,2
79,23962,43,0
82,29126,86,3
65,34978,76,3
48,198395,42,1
23,70889,71,3
29,98705,64,1
85,137115,20,2
37,160406,93,1
89,98075,33,2
44,113260,28,0
75,187096,42,2
74,28763,71,3
89,25087,25,0
52,172373,3,1
70,70813,64,3
73,128719,39,2
74,117265,92,2
54,133866,57,2
22,175014,55,1
23,98802,65,1
60,141640,93,2
69,67323,96,3
28,113061,78,1
69,95824,38,0
48,123152,41,1
89,97696,12,0
31,28385,60,3
87,199070,3,2
45,112804,57,1
88,37037,94,3
74,39397,9,0
82,66052,28,0
80,80283,81,3
39,92169,34,0
28,20859,45,0
37,144999,26,1
56,96999,83,3
43,139733,77,1
18,32786,4,0
86,137215,10,2
57,155103,73,2
65,94107,63,3
58,135343,88,3
60,37753,22,0
78,71989,19,0
29,172954,33,1
82,24895,85,3
44,186198,23,1
90,109271,65,2
63,74553,30,0
73,191889,100,2
45,59624,64,3
25,103982,55,1
44,57588,14,0
21,60047,39,0
79,29209,51,0
88,63758,82,3
23,44672,88,3
44,179507,88,1
30,57237,23,0
39,53716,31,0
51,199540,64,1
43,27643,56,3
53,34337,91,3
82,196114,48,2
55,67198,31,0
86,196756,5,2
70,123170,11,0
73,29477,44,0
19,183327,29,1
62,170520,90,2
55,88747,47,0
51,170897,94,1
66,25442,39,0
23,195494,15,1
87,82684,90,3
38,122624,54,1
51,195036,34,1
83,183369,44,2
71,107708,58,2
81,74960,5,0
50,98129,52,3
71,37801,21,0
25,184111,42,1
79,176926,2,2
36,77248,51,3
39,57224,75,3
86,30718,100,3
88,59822,78,3
57,178635,70,2
46,173612,24,1
78,126182,21,2
19,62692,50,3
35,105050,92,3
23,195225,96,1
20,90718,75,3
25,95895,87,3
72,130429,1,0
37,143793,12,1
40,178757,58,1
34,81885,53,3
43,159120,93,1
59,62665,23,0
76,131186,65,2
45,83790,49,0
41,140699,75,1
89,109211,86,2
64,170505,32,2
21,88548,17,0
41,164841,75,1
38,66871,85,3
58,188669,9,2
29,111284,29,1
44,113243,58,1
46,62125,3,0
72,145564,49,2
63,175391,68,2
27,137158,73,1
18,168998,48,1
50,157466,100,3
58,147471,3,0
82,23624,90,3
56,37718,55,3
56,193105,81,2
86,118673,75,2
90,197140,35,2
70,97831,30,0
89,144452,64,2
48,169584,52,1
47,119353,53,1
44,133713,44,1
73,167553,44,2
27,113815,24,1
77,109642,1,0
55,89345,38,0
43,77300,81,3
84,87892,51,2
26,100489,11,0
77,169901,42,2
58,155674,64,2
45,138700,85,1
45,176737,9,1
50,43731,26,0
33,196473,56,1
78,169890,47,2
65,77696,74,3
79,52788,17,0
48,158263,14,1
88,67350,26,0
61,120338,54,2
44,188542,77,1
34,75665,21,0
38,190038,40,1
75,94826,22,0
18,39706,52,3
36,148986,83,1
21,73499,93,3
60,148427,20,2
86,20367,41,0
40,131652,91,3
83,53030,80,3
76,196497,19,2
19,182394,88,1
24,187756,52,1
41,145307,26,1
67,145292,62,2
68,177663,23,2
59,116324,100,3
79,135158,66,2
75,26876,52,0
65,84206,98,3
42,171671,20,1
78,48877,71,3
53,106267,43,0
72,83133,29,0
33,109882,90,3
63,163949,48,2
22,173057,95,1
56,68028,9,0
68,27551,78,3
53,53828,17,0
53,113496,4,0
56,37165,90,3
24,29176,87,3
86,159995,25,2
82,96254,36,2
55,118524,35,0
23,137847,70,1
30,90332,9,0
64,162276,45,2
75,37053,96,3
83,57511,57,3
84,188514,52,2
34,103243,94,3
20,164068,15,1
49,190610,7,1
77,94757,48,2
52,92926,6,0
18,96028,76,1
62,155428,81,2
64,165306,93,2
21,179719,8,1
31,92593,82,3
64,156475,59,2
31,101506,59,1
30,126846,77,1
80,104540,80,2
55,165332,92,2
25,156599,14,1
32,76868,81,3
87,28007,91,3
89,68635,3,0
25,188784,44,1
63,150714,18,2
19,153793,68,1
69,84036,74,3
90,24141,82,3
90,187055,46,2
38,176170,88,1
52,61569,87,3
59,179314,57,2
51,27849,16,0
25,178079,44,1
85,44920,4,0
67,156630,79,2
31,53273,96,3
60,142123,81,2
21,63824,78,3
85,62152,9,0
20,188379,43,1
78,155183,73,2
67,66006,73,3
24,66141,48,3
83,77996,84,3
84,72895,82,3
60,180343,36,2
35,78300,65,3
87,116747,60,2
34,186138,24,1
32,132762,84,1
66,125170,49,2
66,134453,25,2
89,166749,41,2
38,92407,59,3
50,120912,64,1
42,38957,72,3
29,145488,90,1
79,120072,84,2
22,148402,26,1
90,118293,1,2
21,152598,55,1
35,113673,100,3
50,195210,46,1
33,142281,17,1
24,53101,9,0
38,121078,8,0
32,37599,87,3
67,111626,49,2
88,182816,81,2
43,165259,38,1
18,37113,57,3
57,53126,92,3
73,45519,77,3
75,50834,14,0
44,32417,2,0
26,93896,58,1
62,48610,91,3
69,108965,91,3
62,155367,37,2
79,192106,66,2
21,84817,95,3
30,89268,6,0
52,75279,65,3
41,119806,17,0
72,92930,72,3
78,136822,33,2
60,130388,25,0
58,144006,41,2
46,39034,39,0
34,115238,91,3
79,72784,63,3
44,155165,71,1
79,25787,93,3
84,119028,12,2
31,135603,55,1
68,183505,46,2
30,21969,26,0
82,115237,14,2
32,32101,96,3
73,130627,81,2
71,22412,100,3
90,149207,61,2
38,85765,59,3
87,193476,88,2
72,191005,12,2
49,151751,88,1
24,139031,52,1
79,131941,14,2
45,89157,70,3
89,198252,77,2
51,120437,3,0
42,140330,9,1
33,57209,32,0
42,106261,40,1
61,67375,66,3
21,175011,54,1
21,182021,11,1
50,146849,25,1
63,118705,85,3
70,163535,95,2
83,87367,67,2
51,96458,22,0
20,91685,10,0
59,42039,26,0
40,127737,12,1
74,194539,81,2
40,152822,65,1
72,195104,23,2
44,27788,15,0
83,128091,74,2
44,166976,59,1
22,171656,92,1
39,143668,90,1
62,153884,74,2
78,117116,47,2
52,142234,33,1
24,20026,60,3
32,143755,56,1
18,63246,68,3
20,160676,79,1
34,77401,27,0
86,197577,16,2
54,127967,36,1
67,70531,15,0
54,76222,79,3
77,188027,82,2
79,129447,17,2
24,77592,37,0
89,103601,38,2
77,61071,16,0
85,39275,95,3
37,126192,67,1
26,90805,67,3
51,128859,20,0
22,87507,3,0
32,90962,91,3
31,139838,88,1
42,150043,69,1
18,171868,95,1
77,185057,98,2
83,72073,20,0
67,151492,69,2
47,60792,79,3
46,116392,92,3
61,155498,82,2
78,88742,33,0
78,38056,21,0
67,111918,23,0
18,133434,8,1
61,175113,36,2
47,110661,31,0
64,49405,97,3
49,89964,10,0
85,59481,46,0
82,132057,12,2
46,155922,86,1
23,168057,13,1
72,182599,80,2
78,33358,44,0
42,39919,33,0
71,98489,93,3
19,50425,4,0
60,158062,92,2
30,124233,43,1
65,67252,65,3
83,153609,16,2
33,27062,95,3
37,122064,49,1
63,146967,59,2
82,65665,21,0
19,34054,74,3
78,88937,60,2
88,134197,24,2
62,34325,3,0
42,138545,35,1
69,123136,35,2
59,60468,20,0
62,163073,22,2
29,87548,1,0
49,191629,81,1
74,170243,40,2
57,183870,14,2
69,167470,24,2
47,133448,74,1
24,114340,29,1
22,165070,57,1
25,66762,14,0
86,184844,67,2
62,91478,75,3
43,146764,61,1
68,35105,3,0
51,47082,34,0
40,138943,51,1
28,181957,33,1
87,149886,28,2
51,189855,53,1
45,92399,54,3
47,157226,39,1
65,53578,38,0
79,139904,21,2
39,34988,53,3
86,88935,24,0
85,185863,25,2
79,77675,11,0
45,21120,73,3
83,78803,96,3
62,36232,49,0
70,21416,50,0
48,76637,94,3
65,108649,1,0
40,92677,87,3
87,65959,40,0
63,78500,67,3
37,178614,43,1
36,109364,3,0
78,20895,17,0
85,92571,22,0
42,153754,6,1
65,88674,29,0
43,171199,28,1
57,30100,3,0
32,152904,90,1
90,65726,87,3
26,155839,59,1
70,60936,15,0
90,54803,8,0
50,64767,24,0
28,195815,26,1
64,128861,19,0
38,102107,77,3
84,117908,65,2
84,69528,3,0
72,128390,33,2
36,134279,19,1
62,41793,62,3
57,39270,63,3
50,127482,33,1
65,52721,63,3
82,36272,42,0
47,118790,58,1
20,126932,100,1
24,153939,69,1
36,183600,94,1
69,60244,53,3
29,171852,54,1
23,168712,9,1
77,110848,73,2
47,64428,54,3
45,149856,64,1
22,75872,4,0
70,199375,52,2
26,77308,63,3
87,133949,43,2
81,157229,80,2
42,190190,90,1
55,23714,32,0
50,35162,45,0
80,57600,60,3
46,150864,42,1
37,178854,56,1
19,133719,91,1
54,173500,35,1
85,116362,71,2
19,43405,7,0
89,184818,59,2
86,162032,100,2
58,69914,27,0
84,197577,88,2
73,148812,22,2
35,50167,71,3
40,71718,25,0
58,122586,48,2
80,191221,1,2
64,185947,41,2
78,145480,75,2
39,117959,56,1
77,45973,61,3
20,121981,88,1
80,130610,5,2
37,38115,2,0
48,54314,73,3
71,60186,27,0
43,123717,42,1
84,178866,36,2
76,52792,24,0
43,157587,82,1
50,183806,98,1
21,41548,70,3
28,106930,51,1
51,44627,20,0
64,74069,34,0
41,136407,52,1
21,61801,29,0
61,121453,5,0
38,39535,52,3
23,52568,7,0
45,189817,15,1
34,35191,93,3
18,47694,17,0
66,78476,64,3
29,114252,55,1
54,180926,21,1
87,48004,72,3
47,117548,22,0
69,120863,56,2
31,166091,48,1
45,25111,54,3
48,169492,64,1
49,156693,69,1
58,34333,34,0
46,31543,28,0
89,25875,26,0
51,90904,21,0
19,56279,93,3
39,136139,24,1
72,73784,33,0
80,72858,60,3
69,44052,29,0
36,49206,66,3
24,147781,100,1
69,182159,65,2
82,33489,55,3
66,188928,61,2
56,25773,25,0
85,198971,13,2
68,176364,25,2
53,171195,87,2
61,51732,84,3
82,43516,11,0
43,187893,27,1
53,132353,58,1
62,36644,45,0
31,146830,51,1
69,133637,11,0
35,112981,72,1
67,28146,100,3
29,64520,22,0
57,24860,57,3
83,196495,15,2
21,41085,46,0
79,142798,39,2
30,190791,13,1
69,127189,89,2
63,180819,39,2
70,185367,69,2
24,167055,22,1
44,128538,79,1
79,113974,11,0
60,34808,89,3
90,154969,61,2
41,178534,92,1
73,35515,65,3
83,61689,7,0
65,122104,42,2
78,188556,18,2
52,168189,27,1
64,58171,8,0
42,69347,59,3
63,180254,14,2
38,87274,66,3
84,169056,96,2
89,119554,85,2
31,27639,14,0
44,54231,79,3
47,95601,89,3
56,117356,39,0
40,181526,55,1
53,145689,37,1
23,70705,21,0
36,144991,34,1
18,150978,45,1
47,147362,90,1
60,21441,29,0
64,80514,8,0
80,86719,56,2
21,166481,18,1
85,127834,99,2
32,79382,18,0
79,63302,39,0
36,86262,79,3
54,131333,77,3
53,181089,93,2
66,68055,75,3
40,45047,80,3
53,142230,87,3
68,123077,82,2
56,100638,13,0
64,87969,24,0
35,168770,83,1
64,166360,40,2
54,62459,69,3
52,54904,47,0
73,117314,7,0
64,111075,98,3
23,161090,6,1
81,96670,16,0
88,61898,56,2
21,37921,46,0
70,27402,68,3
44,32642,3,0
74,84453,12,0
28,71174,15,0
46,89088,54,3
61,60457,55,3
90,124884,18,2
81,176130,35,2
25,168864,6,1
36,101200,66,3
18,62820,90,3
64,101123,20,0
74,148827,100,2
39,70277,75,3
48,58049,32,0
57,194861,59,2
86,41545,77,3
60,85106,16,0
68,156840,58,2
70,191676,100,2
74,189400,61,2
73,35680,24,0
26,174939,11,1
85,47416,5,0
90,99030,54,2
63,162740,98,2
37,36869,64,3
23,51281,23,0
31,46379,54,3
85,190209,31,2
67,126435,41,2
51,83434,83,3
39,22302,30,0
21,35279,78,3
26,167553,14,1
90,86980,47,2
53,35965,96,3
23,158737,50,1
64,20790,26,0
69,79025,75,3
19,47715,80,3
25,28054,81,3
85,185856,51,2
55,27583,93,3
64,99977,32,0
22,98358,57,1
63,39757,51,0
61,185593,62,2
78,25999,56,3
20,117979,43,1
51,134953,91,3
43,164350,71,1
80,91407,70,2
52,81644,71,3
38,188302,51,1
74,107686,78,2
76,173331,56,2
40,64387,2,0
86,32984,17,0
22,40022,51,3
41,170275,37,1
35,44682,52,3
26,159629,52,1
84,129494,94,2
73,36251,22,0
36,155936,6,1
42,22084,88,3
40,160682,47,1
72,134799,30,2
43,76676,81,3
49,190582,58,1
82,131353,23,2
60,187287,91,2
34,171141,4,1
33,199666,67,1
72,114215,48,2
51,27386,65,3
34,38340,81,3
70,159689,52,2
46,45606,44,0
37,99759,5,0
52,180821,74,1
23,189853,24,1
87,31997,19,0
55,78884,69,3
44,149908,15,1
58,69143,17,0
64,71667,16,0
67,179013,39,2
34,123893,56,1
57,83129,12,0
71,97846,96,3
87,80996,69,2
69,105588,30,0
35,149244,60,1
42,189145,32,1
46,90562,76,3
80,170778,98,2
22,49483,8,0
84,83248,78,3
23,45452,77,3
48,62794,39,0
82,86162,16,0
31,103668,54,1
58,20169,82,3
26,38329,43,0
65,81595,97,3
22,187638,78,1
86,52645,84,3
24,115890,13,1
33,153653,37,1
28,146665,95,1
54,134934,52,1
66,159230,91,2
20,135205,23,1
65,72139,6,0
35,48162,38,0
26,144451,52,1
41,69332,57,3
52,74709,56,3
46,99802,30,0
28,118953,87,1
43,105699,42,1
20,44018,11,0
70,162373,70,2
70,127739,96,2
38,135164,2,1
60,102332,33,0
60,57161,48,0
33,106513,72,3
49,34494,2,0
65,113562,63,2
41,187260,57,1
23,44899,90,3
74,176026,62,2
78,129877,65,2
23,80038,84,3
25,49266,98,3
47,134507,30,1
45,176667,14,1
33,113749,55,1
29,196824,9,1
61,27884,90,3
70,94432,17,0
31,145353,85,1
85,44370,91,3
61,26701,29,0
87,82084,98,3
49,147897,22,1
47,125862,15,0
73,189278,54,2
77,51519,40,0
38,67499,100,3
89,180446,98,2
83,104980,24,2
24,95679,65,1
58,140611,8,0
23,135582,67,1
36,183368,71,1
47,113488,35,0
51,41354,9,0
78,167469,19,2
66,104575,22,0
44,90429,93,3
62,91838,1,0
49,54127,85,3
24,106437,71,1
90,134160,88,2
32,132095,76,1
56,84892,50,0
55,31488,68,3
79,161995,16,2
33,124814,71,1
59,190086,21,2
50,100127,73,3
42,58643,54,3
63,126502,84,2
52,81767,19,0
72,77644,14,0
74,96671,89,3
52,79560,61,3
72,53790,65,3
55,93665,16,0
38,117959,93,3
81,188011,37,2
80,95048,7,0
76,58221,92,3
25,199654,25,1
39,86789,4,0
59,42301,20,0
20,91523,8,0
41,60947,38,0
89,57261,59,3
74,43075,90,3
71,176424,91,2
32,86714,23,0
44,170771,99,1
62,179663,53,2
82,159102,46,2
55,97725,76,3
42,191267,23,1
71,180209,4,2
33,107515,75,3
68,124816,21,0
89,181540,82,2
66,63608,28,0
81,152833,93,2
54,78763,81,3
51,60032,30,0
26,69855,70,3
35,100972,11,0
19,92598,59,1
61,177518,3,2
48,27878,37,0
26,110005,100,3
75,148505,75,2
35,91405,54,1
74,158548,14,2
22,33486,67,3
74,30698,97,3
74,162821,5,2
34,147588,43,1
21,177996,9,1
57,59952,31,0
29,102041,27,1
54,82254,14,0
72,61856,13,0
20,116319,85,1
28,69330,9,0
70,178952,4,2
79,88779,16,0
64,145346,77,2
51,102610,59,3
64,59907,7,0
50,87390,45,0
25,34998,77,3
20,82728,86,3
59,176564,44,2
48,152927,41,1
50,173841,85,1
45,95291,99,3
69,44520,47,0
40,28577,90,3
48,41916,90,3
74,171375,69,2
22,30460,48,3
71,148385,48,2
48,38915,29,0
88,151941,1,2
89,45126,77,3
42,171015,63,1
86,133856,6,2
38,70033,63,3
79,41772,94,3
81,128864,54,2
28,31329,74,3
81,182358,70,2
78,93245,6,0
43,125512,96,3
67,172473,40,2
74,196097,18,2
40,183790,16,1
20,144570,63,1
34,90159,49,1
55,165677,23,1
78,99948,20,0
55,58520,86,3
24,78839,89,3
83,149464,97,2
54,124060,52,2
44,154418,95,1
68,197695,17,2
80,171199,80,2
54,175562,23,1
70,167599,62,2
24,39271,8,0
76,128381,55,2
81,25613,51,0
32,119089,59,1
19,105107,90,3
69,132249,13,0
67,163293,22,2
55,117969,72,3
75,43631,90,3
69,84971,99,3
86,83428,23,0
70,26895,99,3
78,104682,98,3
73,171972,29,2
59,26369,56,3
58,54054,96,3
59,117094,84,3
63,168509,46,2
30,103191,6,0
54,199791,20,1
69,180335,93,2
68,154414,81,2
59,98346,84,3
23,27978,18,0
70,70065,99,3
53,77980,28,0
83,174248,4,2
75,147324,67,2
27,182070,60,1
87,81749,29,0
70,66880,76,3
53,50035,79,3
44,141273,10,1
83,181849,69,2
56,56627,99,3
54,84902,84,3
47,90622,47,0
28,178726,45,1
28,161469,58,1
78,181166,58,2
64,145384,72,2
88,156579,30,2
36,120287,20,1
78,150538,35,2
53,94305,4,0
76,23670,47,0
46,66452,60,3
79,161200,2,2
52,106927,11,0
46,117824,35,1
52,20719,90,3
47,41704,69,3
38,119914,48,1
54,155750,14,1
62,105203,83,3
69,25398,28,0
70,56505,7,0
43,50793,95,3
66,169287,5,2
22,135615,70,1
84,31648,32,0
74,72353,76,3
67,194288,26,2
34,184616,13,1
68,39133,12,0
38,28414,38,0
53,153857,90,2
50,28524,50,3
52,92915,99,3
85,195358,11,2
53,38917,13,0
64,69788,10,0
76,55120,34,0
30,181165,70,1
26,199667,84,1
65,181003,38,2
20,33073,100,3
75,181651,62,2
80,194677,86,2
35,168378,87,1
31,26930,14,0
47,154852,18,1
28,27512,59,3
35,37024,91,3
59,187235,7,2
83,130979,11,2
27,181196,24,1
30,23360,62,3
72,70168,100,3
19,160324,6,1
80,197688,65,2
24,142818,30,1
34,155250,72,1
26,33800,22,0
56,123404,57,2
38,184691,33,1
52,116319,65,3
20,142674,67,1
46,85841,81,3
80,183058,86,2
89,28987,59,3
81,93355,88,3
58,81454,55,3
66,94700,7,0
90,186274,80,2
29,72606,44,0
45,154639,1,1
67,64571,61,3
63,147842,30,2
58,25386,6,0
89,105551,73,2
76,109149,87,2
73,86205,55,2
65,25638,39,0
33,177704,44,1
41,64788,83,3
53,165482,39,1
31,144137,95,1
73,26619,86,3
55,60789,49,0
30,21427,28,0
32,88366,59,3
47,99072,41,0
41,25285,98,3
83,77738,44,2
88,61989,52,2
55,108382,10,0
50,55459,55,3
58,170537,23,2
54,131633,34,1
64,96704,17,0
29,23029,12,0
26,120732,37,1
36,38405,92,3
18,45918,12,0
36,196341,34,1
38,58860,46,0
65,50433,88,3
69,177756,87,2
78,115868,13,0
37,165713,62,1
34,119152,33,1
72,58667,11,0
77,120689,81,2
63,98775,50,2
38,55064,94,3
86,160737,46,2
49,73104,64,3
62,87248,5,0
56,87299,16,0
90,114072,58,2
46,45131,55,3
24,83054,51,1
49,90438,13,0
63,73551,26,0
47,150658,59,1
28,56000,5,0
59,182526,66,2
76,170188,12,2
80,164557,4,2
32,174133,10,1
51,38437,6,0
55,158851,26,1
21,66263,61,3
19,37552,28,0
59,49944,8,0
84,180844,1,2
81,50054,12,0
56,103537,68,3
25,160888,14,1
63,32307,80,3
48,191089,100,1
58,187267,80,2
82,195230,22,2
65,168541,40,2
87,61148,15,0
30,161602,65,1
71,122446,40,2
28,118567,33,1
83,98399,84,2
48,191777,46,1
57,119201,67,3
55,83067,73,3
88,98401,8,0
76,29183,7,0
58,51740,11,0
67,198541,59,2
25,75708,45,1
88,150677,87,2
83,58758,67,3
24,49936,19,0
85,26245,35,0
36,105676,37,1
64,69159,12,0
58,121725,17,0
60,51672,97,3
83,40674,86,3
46,100954,83,3
35,95736,19,0
82,51017,26,0
87,76830,46,2
29,56372,11,0
62,97887,63,3
83,31182,18,0
63,21884,93,3
79,113513,81,2
69,143345,73,2
23,154698,68,1
50,105524,34,0
63,70211,1,0
87,113264,58,2
75,79062,11,0
26,190876,18,1
47,110131,9,0
57,74256,59,3
46,128303,19,0
47,152023,98,3
29,156546,3,1
55,174785,8,1
31,91332,55,1
58,162408,58,2
74,22767,61,3
35,43752,10,0
88,178726,71,2
53,75830,22,0
84,146760,84,2
28,196147,79,1
37,84467,76,3
84,190750,85,2
43,83083,36,0
82,159483,86,2
44,142217,72,1
86,148577,86,2
22,42018,94,3
79,144612,98,2
19,77762,37,1
40,174465,9,1
76,152961,24,2
84,70925,93,3
23,159692,68,1
20,75068,90,3
62,98904,26,0
35,149637,76,1
53,53042,95,3
64,85779,80,3
85,99122,38,2
61,185039,46,2
32,96424,10,0
61,62451,80,3
70,105072,71,2
59,126248,26,0
62,20299,13,0
84,77693,5,0
71,70664,32,0
35,136714,19,1
75,185565,68,2
20,168609,81,1
56,144014,85,2
51,130752,10,0
57,92206,3,0
32,198910,94,1
21,28488,52,3
90,197290,41,2
74,197458,41,2
89,23423,36,0
83,186831,61,2
42,77128,84,3
76,65549,11,0
19,115080,43,1
85,146284,16,2
20,48990,56,3
37,34488,86,3
78,64331,95,3
40,129432,8,0
44,178753,97,1
40,171288,11,1
47,90228,84,3
27,99084,97,3
64,41946,78,3
45,170465,10,1
27,55949,9,0
78,30520,8,0
50,52364,59,3
66,26206,40,0
40,129268,69,1
84,38668,80,3
67,142973,5,0
49,115408,75,3
34,20177,45,0
32,131812,63,1
30,135158,56,1
45,80696,66,3
80,51535,30,0
23,180170,14,1
86,81353,12,0
83,147066,11,2
19,33663,37,0
73,168970,91,2
68,189376,64,2
78,141901,77,2
73,146136,46,2
33,83963,6,0
88,50628,80,3
55,167896,53,2
89,111601,3,0
51,48264,35,0
73,155910,20,2
39,54929,30,0
52,33583,71,3
49,26174,26,0
26,107427,45,1
81,166019,48,2
54,23293,77,3
26,82436,26,0
47,178174,39,1
21,189753,64,1
21,109002,35,1
60,41161,65,3
76,88487,46,2
86,152809,66,2
85,135134,32,2
22,160872,2,1
24,22040,98,3
48,71670,14,0
44,167902,82,1
18,163052,2,1
52,40147,79,3
28,90034,30,0
60,159371,99,2
43,155017,5,1
51,32838,24,0
87,143811,52,2
72,87735,47,0
75,102879,6,0
45,32992,24,0
27,44516,84,3
71,34152,20,0
26,159912,100,1
76,111191,81,2
43,99734,54,3
30,65085,3,0
51,189673,33,1
76,55717,37,0
25,144827,90,1
51,56385,7,0
72,50265,100,3
70,102169,21,0
68,149776,36,2
90,131035,97,2
64,40645,53,3
18,150752,45,1
31,109777,8,0
37,73406,39,0
34,173420,60,1
37,146401,83,1
88,113576,55,2
58,42386,48,0
24,82341,82,3
43,82131,83,3
62,75070,64,3
84,199785,42,2
24,111260,40,1
78,28829,46,0
